Group	Species	Classification	sppsOnBins	N	N_Institutes	taxIDs	BINs	Phylum	Order	Family	Genus
Actinopterygii	Pinguipes chilensis	B	Pinguipes chilensis	5	1	124057	BOLD:AAE2848	Chordata	Perciformes	Pinguipedidae	Pinguipes
Actinopterygii	Plagiotremus azaleus	D	Plagiotremus azaleus	1	1	449229	BOLD:ABW4845	Chordata	Perciformes	Blenniidae	Plagiotremus
Actinopterygii	Platichthys flesus	E**	Platichthys stellatus,Platichthys flesus	46	8	77459	BOLD:ABY8909,BOLD:AAB7056	Chordata	Pleuronectiformes	Pleuronectidae	Platichthys
Actinopterygii	Platybelone argalus	E**	Tylosurus crocodilus,Tylosurus acus,Platybelone argalus,Petalichthys capensis	9	3	111857	BOLD:AAE4499,BOLD:AAC4148	Chordata	Beloniformes	Belonidae	Platybelone
Actinopterygii	Plotosus lineatus	E**	Euristhmus lepturus,Plotosus lineatus	72	15	13111	BOLD:ACG8821,BOLD:AAB3011,BOLD:ACG5707,BOLD:AAB3013,BOLD:AAB3015,BOLD:AAB3016,BOLD:AAB3012,BOLD:AAB3017,BOLD:ABY8174,BOLD:ABZ0283	Chordata	Siluriformes	Plotosidae	Plotosus
Actinopterygii	Poecilia reticulata	C	Poecilia reticulata	37	10	89419	BOLD:ADW8426,BOLD:ACC0443,BOLD:ACE3484,BOLD:AAD1850,BOLD:ADL5219	Chordata	Cyprinodontiformes	Poeciliidae	Poecilia
Actinopterygii	Poeciliopsis elongata	B	Poeciliopsis elongata	5	1	97800	BOLD:AAF2929	Chordata	Cyprinodontiformes	Poeciliidae	Poeciliopsis
Actinopterygii	Poeciliopsis turrubarensis	C	Poeciliopsis turrubarensis	4	1	97804	BOLD:AAF2930,BOLD:AAF2928	Chordata	Cyprinodontiformes	Poeciliidae	Poeciliopsis
Actinopterygii	Polydactylus approximans	D	Polydactylus approximans	3	3	71610	BOLD:AAF1341	Chordata	Perciformes	Polynemidae	Polydactylus
Actinopterygii	Polysteganus coeruleopunctatus	A	Polysteganus coeruleopunctatus	11	2	18859	BOLD:AAE4311	Chordata	Perciformes	Sparidae	Polysteganus
Actinopterygii	Pomacanthus zonipectus	D	Pomacanthus zonipectus	2	1	11407	BOLD:AAD1337	Chordata	Perciformes	Pomacanthidae	Pomacanthus
Actinopterygii	Pomadasys branickii	D	Pomadasys branickii	1	1	59265	BOLD:AAZ1626	Chordata	Perciformes	Haemulidae	Pomadasys
Actinopterygii	Pomadasys macracanthus	D		67	1	59259		Chordata	Perciformes	Haemulidae	Pomadasys
Actinopterygii	Pomadasys panamensis	D		5	2	59266		Chordata	Perciformes	Haemulidae	Pomadasys
Actinopterygii	Pontinus furcirhinus	D	Pontinus furcirhinus	1	1	371470	BOLD:ACE3449	Chordata	Scorpaeniformes	Scorpaenidae	Pontinus
Actinopterygii	Pontinus sierra	A	Pontinus sierra	16	2	453865	BOLD:ABA3845	Chordata	Scorpaeniformes	Scorpaenidae	Pontinus
Actinopterygii	Porichthys plectrodon	D	Porichthys plectrodon,Porichthys porosissimus	2	2	140546	BOLD:AAL0710,BOLD:AAG1654	Chordata	Batrachoidiformes	Batrachoididae	Porichthys
Actinopterygii	Porichthys porosissimus	E**	Porichthys plectrodon,Porichthys porosissimus	11	3	157433	BOLD:AAC0736,BOLD:AAL0710	Chordata	Batrachoidiformes	Batrachoididae	Porichthys
Actinopterygii	Poromitra capito	D	Poromitra capito	3	2	70956	BOLD:AAC5610	Chordata	Stephanoberyciformes	Melamphaidae	Poromitra
Actinopterygii	Poromitra crassiceps	E**	Poromitra atlantica,Melamphaes lugubris,Poromitra crassiceps,Scopeloberyx robustus	19	11	34228	BOLD:AAB7777,BOLD:AAB7776,BOLD:AAB7779,BOLD:AAB7775,BOLD:ABY0433	Chordata	Stephanoberyciformes	Melamphaidae	Poromitra
Actinopterygii	Poromitra megalops	A	Poromitra megalops	11	3	70968	BOLD:AAC7683	Chordata	Stephanoberyciformes	Melamphaidae	Poromitra
Actinopterygii	Priacanthus meeki	F		0	0	83102		Chordata	Perciformes	Priacanthidae	Priacanthus
Actinopterygii	Prionotus albirostris	D		3	2	799444		Chordata	Scorpaeniformes	Triglidae	Prionotus
Actinopterygii	Prionotus ruscarius	C	Prionotus ruscarius	4	1	10764	BOLD:ABX8800,BOLD:ABY1895	Chordata	Scorpaeniformes	Triglidae	Prionotus
Actinopterygii	Prionotus stephanophrys	C	Prionotus stephanophrys	15	6	125559	BOLD:AAH7610,BOLD:ACG6022	Chordata	Scorpaeniformes	Triglidae	Prionotus
Actinopterygii	Prionurus laticlavius	D	Prionurus laticlavius	2	1	34502	BOLD:AAH7611	Chordata	Perciformes	Acanthuridae	Prionurus
Actinopterygii	Prionurus punctatus	D		10	3	91553		Chordata	Perciformes	Acanthuridae	Prionurus
Actinopterygii	Pristigenys serrula	D	Pristigenys serrula	1	1	14249	BOLD:AAF5793	Chordata	Perciformes	Priacanthidae	Pristigenys
Actinopterygii	Pristipomoides zonatus	D	Pristipomoides zonatus	2	2	148408	BOLD:AAK9456,BOLD:AAU5031	Chordata	Perciformes	Lutjanidae	Pristipomoides
Actinopterygii	Prognichthys sealei	D		8	1	794699		Chordata	Beloniformes	Exocoetidae	Prognichthys
Actinopterygii	Prolatilus jugularis	B	Prolatilus jugularis	6	1	58293	BOLD:AAD8360	Chordata	Perciformes	Pinguipedidae	Prolatilus
Actinopterygii	Pronotogrammus multifasciatus	D	Pronotogrammus multifasciatus	1	1	125540	BOLD:ABU7042	Chordata	Perciformes	Serranidae	Pronotogrammus
Actinopterygii	Protemblemaria bicirrus	D	Protemblemaria bicirrus	1	1	177949	BOLD:ABU7021	Chordata	Perciformes	Chaenopsidae	Protemblemaria
Actinopterygii	Protomyctophum andriashevi	A	Protomyctophum andriashevi	7	2	72298	BOLD:AAC4230	Chordata	Myctophiformes	Myctophidae	Protomyctophum
Actinopterygii	Protomyctophum bolini	B	Protomyctophum bolini	5	1	72297	BOLD:AAC7885	Chordata	Myctophiformes	Myctophidae	Protomyctophum
Actinopterygii	Protomyctophum normani	E*	Protomyctophum normani,Protomyctophum gemmatum	10	1	177845	BOLD:AAC1835	Chordata	Myctophiformes	Myctophidae	Protomyctophum
Actinopterygii	Protomyctophum parallelum	D	Protomyctophum parallelum	3	1	72302	BOLD:ACF2373	Chordata	Myctophiformes	Myctophidae	Protomyctophum
Actinopterygii	Psenes arafurensis	C	Psenes arafurensis	6	2	81516	BOLD:AAU1297,BOLD:AAH8145	Chordata	Perciformes	Nomeidae	Psenes
Actinopterygii	Psenes cyanophrys	E*	Psenes cyanophrys,Psenes pellucidus	30	7	11247	BOLD:AAE0701	Chordata	Perciformes	Nomeidae	Psenes
Actinopterygii	Psenes pellucidus	E**	Psenes pellucidus,Psenes cyanophrys,Cubiceps whiteleggii	7	7	11248	BOLD:AAE0699,BOLD:AAE0701,BOLD:AAE0700	Chordata	Perciformes	Nomeidae	Psenes
Actinopterygii	Psenes sio	B	Psenes sio	14	1	483200	BOLD:ABY0528	Chordata	Perciformes	Nomeidae	Psenes
Actinopterygii	Pseudobalistes naufragium	D	Pseudobalistes naufragium	2	1	13460	BOLD:AAD8100	Chordata	Tetraodontiformes	Balistidae	Pseudobalistes
Actinopterygii	Pseudocaranx dentex	E**	Pseudocaranx dentex,Carangoides ferdau,Pseudocaranx georgianus	6	4	11562	BOLD:ACY7211,BOLD:AAB9929	Chordata	Perciformes	Carangidae	Pseudocaranx
Actinopterygii	Pseudupeneus grandisquamis	D	Pseudupeneus grandisquamis	2	2	125475	BOLD:AAX6933	Chordata	Perciformes	Mullidae	Pseudupeneus
Actinopterygii	Pseudupeneus maculatus	A	Pseudupeneus maculatus	56	6	71586	BOLD:AAB5451	Chordata	Perciformes	Mullidae	Pseudupeneus
Actinopterygii	Psychrolutes marmoratus	D	Psychrolutes marmoratus	1	1	54163	BOLD:AAX7435	Chordata	Scorpaeniformes	Psychrolutidae	Psychrolutes
Actinopterygii	Ranzania laevis	A	Ranzania laevis	6	4	319401	BOLD:AAE7585	Chordata	Tetraodontiformes	Molidae	Ranzania
Actinopterygii	Remora albescens	E**	Remora albescens,Remora brachyptera	5	3	495953	BOLD:AAD0036,BOLD:AAL1191	Chordata	Perciformes	Echeneidae	Remora
Actinopterygii	Remora australis	D	Remora australis	2	2	34793	BOLD:AAY0570	Chordata	Perciformes	Echeneidae	Remora
Actinopterygii	Remora brachyptera	E*	Remora albescens,Remora brachyptera	4	3	125586	BOLD:AAD0036	Chordata	Perciformes	Echeneidae	Remora
Actinopterygii	Remora osteochir	A	Remora osteochir	11	7	52965	BOLD:AAD4946	Chordata	Perciformes	Echeneidae	Remora
Actinopterygii	Remora remora	E**	Echeneis naucrates,Remora remora,Echeneis neucratoides	10	6	76470	BOLD:AAB6121,BOLD:AAE3414	Chordata	Perciformes	Echeneidae	Remora
Actinopterygii	Rexea antefurcata	D	Rexea antefurcata	3	2	72320	BOLD:AAE7353	Chordata	Perciformes	Gempylidae	Rexea
Actinopterygii	Rhadinesthes decimus	A	Rhadinesthes decimus	4	4	140662	BOLD:AAI0304	Chordata	Stomiiformes	Stomiidae	Rhadinesthes
Actinopterygii	Rhynchoconger nitens	D		0	1	449231		Chordata	Anguilliformes	Congridae	Rhynchoconger
Actinopterygii	Rosenblattichthys volucris	F		0	0	717289		Chordata	Aulopiformes	Scopelarchidae	Rosenblattichthys
Actinopterygii	Rouleina attrita	E**	Rouleina attrita,Rouleina maderensis,Rouleina guentheri	9	5	70940	BOLD:AAD1785,BOLD:AAD1786,BOLD:AAI0873	Chordata	Osmeriformes	Alepocephalidae	Rouleina
Actinopterygii	Rouleina maderensis	D	Rouleina attrita,Rouleina maderensis	2	1	659181	BOLD:AAD1786	Chordata	Osmeriformes	Alepocephalidae	Rouleina
Actinopterygii	Ruvettus pretiosus	A	Ruvettus pretiosus	22	8	52776	BOLD:AAB1796	Chordata	Perciformes	Gempylidae	Ruvettus
Actinopterygii	Rypticus bicolor	A	Rypticus bicolor	5	2	18773	BOLD:ABZ4974	Chordata	Perciformes	Serranidae	Rypticus
Actinopterygii	Rypticus saponaceus	E**	Rypticus saponaceus,Rypticus randalli	9	4	60142	BOLD:AAD3335,BOLD:AAD3334,BOLD:ACC5128	Chordata	Perciformes	Serranidae	Rypticus
Actinopterygii	Salilota australis	D	Salilota australis	2	1	54143	BOLD:AAE3117	Chordata	Gadiformes	Moridae	Salilota
Actinopterygii	Salmo salar	A	Salmo salar	159	11	30453	BOLD:AAA3435	Chordata	Salmoniformes	Salmonidae	Salmo
Actinopterygii	Salmo trutta	E**	Salmo salar,Salmo fibreni,Salmo pellegrini,Salmo opimus,Salmo rhodanensis,Salmo cettii,Salmo zrmanjaensis,Salmo aphelios,Salmo obtusirostris,Salmo trutta,Salmo farioides,Salmo visovacensis,Salmo chilo,Salmo platycephalus,Salmo lourosensis,Salmo carpio,Salmo akairos,Salmo ohridanus,Salmo marmoratus,Salmo macedonicus,Salmo letnica,Salmo labecula,Salmo peristericus	108	10	47318	BOLD:AAA3435,BOLD:AAB3872	Chordata	Salmoniformes	Salmonidae	Salmo
Actinopterygii	Salvelinus alpinus	E*	Salvelinus evasus,Salvelinus confluentus,Salvelinus malma,Salvelinus alpinus,Salvelinus umbla	13	4	80552	BOLD:ABZ0871	Chordata	Salmoniformes	Salmonidae	Salvelinus
Actinopterygii	Sarda orientalis	E**	Auxis thazard,Auxis rochei,Sarda orientalis	27	6	18731	BOLD:AAB9484,BOLD:AAB0928,BOLD:AAB4580	Chordata	Perciformes	Scombridae	Sarda
Actinopterygii	Sardinops sagax	E*	Spratelloides robustus,Sardinops sagax	36	7	750599	BOLD:AAB6180	Chordata	Clupeiformes	Clupeidae	Sardinops
Actinopterygii	Sargocentron punctatissimum	A	Sargocentron punctatissimum	28	10	11068	BOLD:AAD3971	Chordata	Beryciformes	Holocentridae	Sargocentron
Actinopterygii	Sargocentron suborbitale	D		32	4	750736		Chordata	Beryciformes	Holocentridae	Sargocentron
Actinopterygii	Sargocentron tiereoides	D	Sargocentron tiereoides	3	2	89270	BOLD:AAE9402	Chordata	Beryciformes	Holocentridae	Sargocentron
Actinopterygii	Scartichthys gigas	E**	Scartichthys variolatus,Myxodes cristatus,Hypleurochilus fissicornis,Helcogrammoides chilensis,Scartichthys gigas,Calliclinus geniguttatus,Scartichthys crapulatus	12	3	124053	BOLD:AAC3142,BOLD:AAD0823,BOLD:AAB4318	Chordata	Perciformes	Blenniidae	Scartichthys
Actinopterygii	Scartichthys variolatus	E**	Scartichthys variolatus,Scartichthys gigas,Hypleurochilus geminatus,Hypleurochilus fissicornis,Scartichthys viridis,Helcogrammoides chilensis,Calliclinus geniguttatus,Helcogrammoides cunninghami	22	1	124056	BOLD:AAB4317,BOLD:AAB4318,BOLD:AAB4315	Chordata	Perciformes	Blenniidae	Scartichthys
Actinopterygii	Scartichthys viridis	E**	Helcogrammoides cunninghami,Calliclinus geniguttatus,Hypleurochilus springeri,Helcogrammoides chilensis,Hypleurochilus bermudensis,Scartichthys viridis,Hypleurochilus fissicornis,Hypleurochilus geminatus,Hypleurochilus pseudoaequipinnis,Scartichthys variolatus	10	1	124039	BOLD:AAC1457,BOLD:AAB4317,BOLD:AAB4315	Chordata	Perciformes	Blenniidae	Scartichthys
Actinopterygii	Scarus ghobban	E**	Chlorurus gibbus,Iniistius verrens,Scarus ghobban	29	8	14445	BOLD:AAB3544,BOLD:AAB3548,BOLD:ABY4451,BOLD:AAB3545	Chordata	Perciformes	Scaridae	Scarus
Actinopterygii	Scarus rubroviolaceus	A	Scarus rubroviolaceus	14	5	14019	BOLD:AAC2544	Chordata	Perciformes	Scaridae	Scarus
Actinopterygii	Sciaena deliciosa	A	Sciaena deliciosa	5	2	369853	BOLD:ACA6330	Chordata	Perciformes	Sciaenidae	Sciaena
Actinopterygii	Scomber colias	E*	Scomber australasicus,Scomber japonicus,Scomber colias	46	9	71687	BOLD:AAA5957	Chordata	Perciformes	Scombridae	Scomber
Actinopterygii	Scomber japonicus	E*	Scomber colias,Scomber japonicus,Scomber australasicus	57	12	11602	BOLD:AAA5957	Chordata	Perciformes	Scombridae	Scomber
Actinopterygii	Scomberomorus brasiliensis	B	Scomberomorus brasiliensis	17	1	104004	BOLD:ABZ7749	Chordata	Perciformes	Scombridae	Scomberomorus
Actinopterygii	Scomberomorus maculatus	E*	Scomberomorus regalis,Scomberomorus maculatus	10	3	71690	BOLD:AAB2484	Chordata	Perciformes	Scombridae	Scomberomorus
Actinopterygii	Scomberomorus sierra	D	Scomberomorus sierra	3	3	34531	BOLD:AAJ5724	Chordata	Perciformes	Scombridae	Scomberomorus
Actinopterygii	Scopelarchoides danae	D	Scopelarchoides danae	2	2	196077	BOLD:AAE9346	Chordata	Aulopiformes	Scopelarchidae	Scopelarchoides
Actinopterygii	Scopelarchoides nicholsi	D	Scopelarchoides nicholsi	3	1	717306	BOLD:ABX8462	Chordata	Aulopiformes	Scopelarchidae	Scopelarchoides
Actinopterygii	Scopelarchus guentheri	E**	Scopelarchus analis,Scopelarchus guentheri	4	2	263464	BOLD:AAG2672,BOLD:AAI0780	Chordata	Aulopiformes	Scopelarchidae	Scopelarchus
Actinopterygii	Scopelengys tristis	A	Scopelengys tristis	7	2	228187	BOLD:AAX8703	Chordata	Myctophiformes	Neoscopelidae	Scopelengys
Actinopterygii	Scopeloberyx robustus	E**	Scopeloberyx robustus,Poromitra crassiceps	6	3	70933	BOLD:AAD1082,BOLD:AAB7776	Chordata	Stephanoberyciformes	Melamphaidae	Scopeloberyx
Actinopterygii	Scopelogadus beanii	E*	Scopelogadus mizolepis,Scopelogadus beanii	17	4	70931	BOLD:AAB8806	Chordata	Stephanoberyciformes	Melamphaidae	Scopelogadus
Actinopterygii	Scopelogadus mizolepis	E**	Scopelogadus beanii,Scopelogadus mizolepis	10	5	30367	BOLD:AAB8806,BOLD:AAC2475	Chordata	Stephanoberyciformes	Melamphaidae	Scopelogadus
Actinopterygii	Scorpaena calcarata	D	Scorpaena calcarata	3	2	140975	BOLD:ABW6548	Chordata	Scorpaeniformes	Scorpaenidae	Scorpaena
Actinopterygii	Scorpaena histrio	B	Scorpaena histrio	6	1	402080	BOLD:ABA2570	Chordata	Scorpaeniformes	Scorpaenidae	Scorpaena
Actinopterygii	Scorpaena mystes	B	Scorpaena mystes	5	1	402070	BOLD:AAE1590	Chordata	Scorpaeniformes	Scorpaenidae	Scorpaena
Actinopterygii	Scorpaena plumieri	E**	Scorpaena plumieri,Scorpaena bergii	19	4	111859	BOLD:AAZ7425,BOLD:AAE9795,BOLD:AAG8647	Chordata	Scorpaeniformes	Scorpaenidae	Scorpaena
Actinopterygii	Scorpaena sonorae	D	Scorpaena sonorae	1	1	466711	BOLD:ABW6591	Chordata	Scorpaeniformes	Scorpaenidae	Scorpaena
Actinopterygii	Scorpaenodes xyris	D	Scorpaenodes xyris	3	2	125531	BOLD:AAF1166,BOLD:ADI3727	Chordata	Scorpaeniformes	Scorpaenidae	Scorpaenodes
Actinopterygii	Scorpaenopsis diabolus	A	Scorpaenopsis diabolus	13	7	84465	BOLD:AAE1598	Chordata	Scorpaeniformes	Scorpaenidae	Scorpaenopsis
Actinopterygii	Scuticaria tigrina	D	Scuticaria tigrina	1	1	195973	BOLD:AAH9730	Chordata	Anguilliformes	Muraenidae	Scuticaria
Actinopterygii	Searsia koefoedi	E**	Holtbyrnia anomala,Searsia koefoedi	7	3	70943	BOLD:AAC3092,BOLD:AAD1434,BOLD:AAC8017	Chordata	Osmeriformes	Platytroctidae	Searsia
Actinopterygii	Sebastes capensis	E*	Sebastes rosenblatti,Sebastes rosaceus,Sebastes helvomaculatus,Sebastes capensis,Sebastes elongatus,Sebastes umbrosus,Sebastes hopkinsi,Sebastes simulator,Sebastes babcocki,Sebastes constellatus,Sebastes rufus,Sebastes nigrocinctus,Sebastes chlorostictus,Sebastes miniatus,Sebastes rubrivinctus,Sebastes auriculatus,Sebastes eos,Sebastes ensifer,Sebastes serriceps,Sebastes carnatus,Sebastes oculatus,Sebastes semicinctus	8	2	58291	BOLD:ACE4189	Chordata	Scorpaeniformes	Sebastidae	Sebastes
Actinopterygii	Sebastes oculatus	E*	Sebastes nigrocinctus,Sebastes constellatus,Sebastes rufus,Sebastes chlorostictus,Sebastes rubrivinctus,Sebastes miniatus,Sebastes eos,Sebastes ensifer,Sebastes auriculatus,Sebastes serriceps,Sebastes oculatus,Sebastes carnatus,Sebastes semicinctus,Sebastes rosenblatti,Sebastes rosaceus,Sebastes elongatus,Sebastes helvomaculatus,Sebastes capensis,Sebastes umbrosus,Sebastes simulator,Sebastes hopkinsi,Sebastes babcocki	5	1	54179	BOLD:ACE4189	Chordata	Scorpaeniformes	Sebastidae	Sebastes
Actinopterygii	Sectator ocyurus	D		6	2	11342		Chordata	Perciformes	Kyphosidae	Sectator
Actinopterygii	Selar crumenophthalmus	C	Selar crumenophthalmus	124	9	28013	BOLD:AAB0871,BOLD:AAB0870	Chordata	Perciformes	Carangidae	Selar
Actinopterygii	Selene brevoortii	D	Selene brevoortii	3	2	11577	BOLD:AAC8040	Chordata	Perciformes	Carangidae	Selene
Actinopterygii	Selene peruviana	E*	Selene peruviana,Selene setapinnis	15	5	52782	BOLD:AAB7372	Chordata	Perciformes	Carangidae	Selene
Actinopterygii	Selene vomer	A	Selene vomer	24	8	88380	BOLD:AAF1235	Chordata	Perciformes	Carangidae	Selene
Actinopterygii	Seriola lalandi	E**	Seriola zonata,Seriola lalandi	17	6	11519	BOLD:AAC0327,BOLD:ADE3940,BOLD:ADE3941	Chordata	Perciformes	Carangidae	Seriola
Actinopterygii	Seriola rivoliana	A	Seriola rivoliana	17	8	11597	BOLD:AAB9420	Chordata	Perciformes	Carangidae	Seriola
Actinopterygii	Seriolella porosa	E*	Seriolella porosa,Seriolella punctata	4	1	54180	BOLD:AAB7118	Chordata	Perciformes	Centrolophidae	Seriolella
Actinopterygii	Seriolella violacea	B	Seriolella violacea	7	1	58297	BOLD:AAB8496	Chordata	Perciformes	Centrolophidae	Seriolella
Actinopterygii	Serranus aequidens	A	Serranus aequidens	7	2	471667	BOLD:AAZ5418	Chordata	Perciformes	Serranidae	Serranus
Actinopterygii	Serrivomer sector	E*	Nemichthys scolopaceus,Serrivomer jesperseni,Serrivomer sector	10	2	125664	BOLD:AAB6645	Chordata	Anguilliformes	Serrivomeridae	Serrivomer
Actinopterygii	Sicyases sanguineus	B	Sicyases sanguineus	5	1	66203	BOLD:AAB4316	Chordata	Gobiesociformes	Gobiesocidae	Sicyases
Actinopterygii	Sicydium salvini	A	Sicydium salvini	9	2	97753	BOLD:AAF4136	Chordata	Perciformes	Gobiidae	Sicydium
Actinopterygii	Sigmops bathyphilus	A	Sigmops bathyphilus	11	4	263466	BOLD:AAC7744	Chordata	Stomiiformes	Gonostomatidae	Sigmops
Actinopterygii	Sphoeroides annulatus	E*	Sphoeroides annulatus,Sphoeroides testudineus	4	3	125553	BOLD:AAB1130	Chordata	Tetraodontiformes	Tetraodontidae	Sphoeroides
Actinopterygii	Sphoeroides lobatus	D	Sphoeroides lobatus	1	1	34518	BOLD:AAJ3304	Chordata	Tetraodontiformes	Tetraodontidae	Sphoeroides
Actinopterygii	Sphoeroides spengleri	C	Sphoeroides spengleri	15	4	52260	BOLD:AAC0145,BOLD:AAB1131	Chordata	Tetraodontiformes	Tetraodontidae	Sphoeroides
Actinopterygii	Sphoeroides testudineus	E*	Sphoeroides testudineus,Sphoeroides annulatus	24	5	23561	BOLD:AAB1130	Chordata	Tetraodontiformes	Tetraodontidae	Sphoeroides
Actinopterygii	Sphyraena barracuda	A	Sphyraena barracuda	64	9	11262	BOLD:AAA6100	Chordata	Perciformes	Sphyraenidae	Sphyraena
Actinopterygii	Sphyraena ensis	D	Sphyraena ensis,Sphyraena guachancho	1	1	125541	BOLD:AAI0250	Chordata	Perciformes	Sphyraenidae	Sphyraena
Actinopterygii	Sphyraena guachancho	E**	Sphyraena picudilla,Sphyraena guachancho,Sphyraena ensis	6	5	141017	BOLD:AAI0250,BOLD:AAI0251	Chordata	Perciformes	Sphyraenidae	Sphyraena
Actinopterygii	Sphyraena idiastes	D	Sphyraena idiastes	1	1	453866	BOLD:ABA2819	Chordata	Perciformes	Sphyraenidae	Sphyraena
Actinopterygii	Sphyraena qenie	A	Sphyraena qenie	8	3	180434	BOLD:AAD8414	Chordata	Perciformes	Sphyraenidae	Sphyraena
Actinopterygii	Starksia galapagensis	D	Starksia galapagensis	3	1	156263	BOLD:ABA3128	Chordata	Perciformes	Labrisomidae	Starksia
Actinopterygii	Stathmonotus culebrai	F		0	0	509399		Chordata	Perciformes	Chaenopsidae	Stathmonotus
Actinopterygii	Stegastes acapulcoensis	D		6	3	18607		Chordata	Perciformes	Pomacentridae	Stegastes
Actinopterygii	Stegastes arcifrons	D	Stegastes arcifrons	1	1	402069	BOLD:ABW2699	Chordata	Perciformes	Pomacentridae	Stegastes
Actinopterygii	Stegastes beebei	D	Stegastes beebei	3	1	402071	BOLD:ABW2227	Chordata	Perciformes	Pomacentridae	Stegastes
Actinopterygii	Stegastes fasciolatus	E**	Pomacentrus taeniometopon,Pomacentrus agassizii,Pomacentrus tripunctatus,Pomacentrus trilineatus,Stegastes fasciolatus	23	5	84597	BOLD:AAC7091,BOLD:AAC7089,BOLD:AAC7090,BOLD:ABZ0285	Chordata	Perciformes	Pomacentridae	Stegastes
Actinopterygii	Stegastes flavilatus	D	Stegastes flavilatus	1	1	20569	BOLD:AAE2132	Chordata	Perciformes	Pomacentridae	Stegastes
Actinopterygii	Stegastes rectifraenum	D		4	2	299685		Chordata	Perciformes	Pomacentridae	Stegastes
Actinopterygii	Stellifer ericymba	D		5	1	717329		Chordata	Perciformes	Sciaenidae	Stellifer
Actinopterygii	Stellifer minor	B	Stellifer minor	9	1	468146	BOLD:ACB7138	Chordata	Perciformes	Sciaenidae	Stellifer
Actinopterygii	Stellifer oscitans	D		2	1	717331		Chordata	Perciformes	Sciaenidae	Stellifer
Actinopterygii	Stephanolepis setifer	E*	Stephanolepis hispidus,Stephanolepis setifer	12	4	52252	BOLD:AAB5715	Chordata	Tetraodontiformes	Monacanthidae	Stephanolepis
Actinopterygii	Sternoptyx diaphana	E**	Sternoptyx diaphana,Sternoptyx pseudobscura,Sternoptyx pseudodiaphana,Sternoptyx obscura	23	10	70955	BOLD:ABZ3033,BOLD:AAB9171,BOLD:AAI4421,BOLD:AAB9172	Chordata	Stomiiformes	Sternoptychidae	Sternoptyx
Actinopterygii	Sternoptyx obscura	D	Sternoptyx obscura,Sternoptyx diaphana,Sternoptyx pseudobscura,Margrethia obtusirostra	1	1	59296	BOLD:AAB9171,BOLD:AAM2643	Chordata	Stomiiformes	Sternoptychidae	Sternoptyx
Actinopterygii	Sternoptyx pseudodiaphana	E*	Sternoptyx pseudodiaphana,Sternoptyx diaphana	11	1	519449	BOLD:AAB9172	Chordata	Stomiiformes	Sternoptychidae	Sternoptyx
Actinopterygii	Stethojulis bandanensis	A	Stethojulis bandanensis	29	8	71619	BOLD:ADI4201	Chordata	Perciformes	Labridae	Stethojulis
Actinopterygii	Stomias atriventer	C	Stomias atriventer	16	3	125549	BOLD:AAJ4165,BOLD:ABX9072	Chordata	Stomiiformes	Stomiidae	Stomias
Actinopterygii	Stomias boa	C	Stomias boa	45	11	59596	BOLD:AAB5302,BOLD:AAB1180	Chordata	Stomiiformes	Stomiidae	Stomias
Actinopterygii	Stomias gracilis	D	Stomias gracilis	3	2	72309	BOLD:AAE2256	Chordata	Stomiiformes	Stomiidae	Stomias
Actinopterygii	Stromateus stellatus	E*	Stromateus stellatus,Stromateus brasiliensis	9	3	58286	BOLD:AAC4582	Chordata	Perciformes	Stromateidae	Stromateus
Actinopterygii	Stylephorus chordatus	D	Stylephorus chordatus	1	1	140702	BOLD:AAE2296	Chordata	Lampriformes	Stylephoridae	Stylephorus
Actinopterygii	Sufflamen fraenatum	E**	Sufflamen fraenatum,Balistes polylepis	29	7	30315	BOLD:AAB1338,BOLD:AAB1337	Chordata	Tetraodontiformes	Balistidae	Sufflamen
